symbol,description,bid_price,ask_price,last_price,high_price,low_price,close_price,total_volume,open_interest,volatility,money_intrinsic_value,expiration_year,multiplier,digits,open_price,bid_size,ask_size,last_size,net_change,strike_price,contract_type,underlying,expiration_month,deliverables,time_value,expiration_day,days_to_expiration,delta,gamma,theta,vega,rho,security_status,theoretical_option_value,underlying_price,uv_expiration_type,mark_price,quote_time,trade_time,exchange,exchange_name,last_trading_day,settlement_type,net_percent_change,mark_price_net_change,mark_price_percent_change,implied_yield,is_penny_pilot,option_root,week_52_high,week_52_low,indicative_ask_price,indicative_bid_price,indicative_quote_time,exercise_type,field_delayed,field_assetMainType,time_et
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1239.1002439,161.755,2025,100,2,165,111,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20499695,31,0,0.99974827,1.281e-05,-0.00532578,5.6e-05,0.0005246,Normal,161.85532578,271.755,W,161.9,1761933810056,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:30 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1239.1002439,161.7395,2025,100,2,165,106,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18949695,31,0,0.99974827,1.281e-05,-0.00532578,5.6e-05,0.0005246,Normal,161.85532578,271.7395,W,161.9,1761933813273,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:33 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1239.1002439,161.74,2025,100,2,165,111,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18999695,31,0,0.99974827,1.281e-05,-0.00532578,5.6e-05,0.0005246,Normal,161.85532578,271.74,W,161.9,1761933813902,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:33 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,40,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933815233,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:35 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,116,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933816233,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:36 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,141,157,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933818539,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:38 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,141,157,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933819602,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:39 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,153,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933820059,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:40 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.78,2025,100,2,165,153,157,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.22999695,31,0,1.0,0,0,0,0,Normal,161.74,271.78,W,161.9,1761933821410,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:41 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.7999,2025,100,2,165,158,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.24989695,31,0,1.0,0,0,0,0,Normal,161.74,271.7999,W,161.9,1761933821897,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:41 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,153,157,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933822637,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:42 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.5,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.76,2025,100,2,165,158,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.74,271.76,W,161.9,1761933824477,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4911,0.30425832,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:44 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.74,2025,100,2,165,122,78,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18999695,31,0,1.0,0,0,0,0,Normal,161.74,271.74,W,161.875,1761933828083,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:48 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.57967739,161.74,2025,100,2,165,111,120,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18999695,31,0,1.0,0,0,0,0,Normal,161.74,271.74,W,161.875,1761933828240,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:48 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.72,2025,100,2,165,110,121,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.16999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.72,W,161.875,1761933830060,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:50 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.71,2025,100,2,165,110,165,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.15999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.71,W,161.875,1761933830995,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:50 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.71,2025,100,2,165,48,165,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.15999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.71,W,161.875,1761933831538,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:51 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.71,2025,100,2,165,48,165,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.15999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.71,W,161.875,1761933832233,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:52 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.45,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.7,2025,100,2,165,40,165,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.14999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.7,W,161.875,1761933833597,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4661,0.2887697,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:03:53 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.4,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.66,2025,100,2,165,51,112,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.10999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.66,W,161.85,1761933841201,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4411,0.27328109,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:01 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.4,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.66,2025,100,2,165,51,142,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.10999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.66,W,161.85,1761933842149,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4411,0.27328109,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:02 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.62,2025,100,2,165,50,105,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.06999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.62,W,161.825,1761933843560,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:03 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.6,2025,100,2,165,51,136,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.04999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.6,W,161.825,1761933844084,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:04 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1238.5171297,161.59,2025,100,2,165,51,143,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.03999695,31,0,0.99975521,1.284e-05,-0.00727285,5.602e-05,0.0005246,Normal,161.72627285,271.59,W,161.825,1761933845065,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:05 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.615,2025,100,2,165,51,153,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.06499695,31,0,1.0,0,0,0,0,Normal,161.59,271.615,W,161.825,1761933848820,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:08 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.64,2025,100,2,165,25,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.08999695,31,0,1.0,0,0,0,0,Normal,161.59,271.64,W,161.825,1761933849562,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:09 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.695,2025,100,2,165,25,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.14499695,31,0,1.0,0,0,0,0,Normal,161.59,271.695,W,161.825,1761933850616,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:10 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.72,2025,100,2,165,28,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.16999695,31,0,1.0,0,0,0,0,Normal,161.59,271.72,W,161.825,1761933857091,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:17 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.72,2025,100,2,165,28,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.16999695,31,0,1.0,0,0,0,0,Normal,161.59,271.72,W,161.825,1761933857282,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:17 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.73,2025,100,2,165,27,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.17999695,31,0,1.0,0,0,0,0,Normal,161.59,271.73,W,161.825,1761933860232,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:20 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.39592622,161.7204,2025,100,2,165,27,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.17039695,31,0,1.0,0,0,0,0,Normal,161.59,271.7204,W,161.825,1761933860348,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:20 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.75,2025,100,2,165,27,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.19999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.75,W,161.825,1761933863895,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:23 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.79,2025,100,2,165,146,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.23999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.79,W,161.825,1761933865085,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:25 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.79,2025,100,2,165,147,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.23999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.79,W,161.825,1761933865753,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:25 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.79,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.23999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.79,W,161.825,1761933867092,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:27 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.76,2025,100,2,165,158,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.76,W,161.825,1761933867537,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:27 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.76,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.76,W,161.825,1761933868583,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:28 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.81,2025,100,2,165,117,119,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.81,W,161.825,1761933870477,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:30 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.81,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.81,W,161.825,1761933871471,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:31 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.803,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25299695,31,0,1.0,0,0,0,0,Normal,161.7204,271.803,W,161.825,1761933873037,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:33 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.81,2025,100,2,165,158,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.81,W,161.825,1761933875039,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:35 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1240.95494667,161.81,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25999695,31,0,1.0,0,0,0,0,Normal,161.7204,271.81,W,161.825,1761933875274,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:35 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.76,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.20999695,31,0,1.0,0,0,0,0,Normal,161.81,271.76,W,161.825,1761933882533,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:42 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.75,2025,100,2,165,112,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.19999695,31,0,1.0,0,0,0,0,Normal,161.81,271.75,W,161.825,1761933884361,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:44 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.75,2025,100,2,165,53,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.19999695,31,0,1.0,0,0,0,0,Normal,161.81,271.75,W,161.825,1761933885557,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:45 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.74,2025,100,2,165,53,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18999695,31,0,1.0,0,0,0,0,Normal,161.81,271.74,W,161.825,1761933887068,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:47 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.74,2025,100,2,165,53,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.18999695,31,0,1.0,0,0,0,0,Normal,161.81,271.74,W,161.825,1761933887913,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:47 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.7449,2025,100,2,165,53,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.19489695,31,0,1.0,0,0,0,0,Normal,161.81,271.7449,W,161.825,1761933888913,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:48 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.37138419,161.77,2025,100,2,165,121,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.21999695,31,0,1.0,0,0,0,0,Normal,161.81,271.77,W,161.825,1761933891559,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:51 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.20062158,161.77,2025,100,2,165,121,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.21999695,31,0,1.0,0,0,0,0,Normal,161.77,271.77,W,161.825,1761933892383,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:52 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.20062158,161.77,2025,100,2,165,121,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.21999695,31,0,1.0,0,0,0,0,Normal,161.77,271.77,W,161.825,1761933893162,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:53 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.20062158,161.77,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.21999695,31,0,1.0,0,0,0,0,Normal,161.77,271.77,W,161.825,1761933894125,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:04:54 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1241.20062158,161.81,2025,100,2,165,158,160,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.25999695,31,0,1.0,0,0,0,0,Normal,161.77,271.81,W,161.825,1761933906544,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:05:06 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1243.7049812,161.78,2025,100,2,165,154,156,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.22999695,31,0,1.0,0,0,0,0,Normal,161.78,271.78,W,161.825,1761933907528,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:05:07 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1243.7049812,161.7926,2025,100,2,165,160,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.24259695,31,0,1.0,0,0,0,0,Normal,161.78,271.7926,W,161.825,1761933907981,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:05:07 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1243.7049812,161.79,2025,100,2,165,160,162,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.23999695,31,0,1.0,0,0,0,0,Normal,161.78,271.79,W,161.825,1761933909511,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:05:09 EDT
,AAPL 10/31/2025 110.00 C,161.3,162.35,159.55,165.8,159.55,161.4089,3,3,1243.7049812,161.79,2025,100,2,165,159,161,1,-1.8589,110.0,C,AAPL,10,100 AAPL,-2.23999695,31,0,1.0,0,0,0,0,Normal,161.78,271.79,W,161.825,1761933909716,1761917923365,O,OPR,1761955200000,P,-1.15167131,0.4161,0.25779248,0,True,AAPL,165.8,159.0,0,0,0,A,False,OPTION,2025-10-31 14:05:09 EDT
